,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
12416,570195444300718080,neutral,1.0,,,American,,MarkJDiSalvo,,0,americanair oh aa speed dial,,2015-02-24 04:16:02 -0800,"Waynesville, OHIO",
14396,569621527911485440,negative,1.0,Customer Service Issue,1.0,American,,c_cgottlieb,,0,americanair service horrible ca get straight answer ground agent,,2015-02-22 14:15:29 -0800,"Washington, DC",Atlantic Time (Canada)
5034,569508595181731841,neutral,1.0,,,Southwest,,kristagermanis,,0,southwestair best credit card get mile,,2015-02-22 06:46:44 -0800,"Washington, DC",Eastern Time (US & Canada)
12476,570174794425098241,neutral,1.0,,,American,,chasefoster,,0,americanair course company job guy failed first place upgrade talk,,2015-02-24 02:53:58 -0800,Nashville/Space,Central Time (US & Canada)
99,569894449620369408,negative,1.0,Customer Service Issue,1.0,Virgin America,,louisjenny,,0,virginamerica anyone anything today website useless one answering phone,,2015-02-23 08:19:59 -0800,Washington DC,Quito
10767,568895061284364288,negative,1.0,Can't Tell,0.6742,US Airways,,unicatfan,,0,insulting usairways americanair offer non required voucher goodwill offering least bag fly round trip,,2015-02-20 14:08:46 -0800,"ÜT: 41.5333,-93.62944",Central Time (US & Canada)
518,570299182310944768,negative,1.0,Flight Booking Problems,0.6816,United,,Ashley_Jeffris,,0,united worst nonrefundable first class ticket oh select system auto selects economy,,2015-02-24 11:08:15 -0800,Las Vegas ,Eastern Time (US & Canada)
12356,570220267462529024,negative,1.0,Bad Flight,0.6895,American,,beantownmatty,,0,americanair maintenance sits two day frozen line found boarded come faail mci,"[39.29275067, -94.70795218]",2015-02-24 05:54:40 -0800,"iPhone: 37.621227,-122.386002",Eastern Time (US & Canada)
12770,570031758546063361,negative,1.0,Customer Service Issue,1.0,American,,msofka,,0,americanair drop call people answering phone always high call volume call,,2015-02-23 17:25:36 -0800,"Cleveland, OH",Central Time (US & Canada)
6070,568308149796474880,positive,0.3394,,0.0,Southwest,,NumbersDnt_Lie,,0,southwestair real mvp price,,2015-02-18 23:16:36 -0800,"601,303,404,✈️ 400Blk",Mountain Time (US & Canada)
7572,569527848131637248,positive,0.66,,,Delta,,SMHillman,,0,jetblue tux date umosaicmecrazy http,,2015-02-22 08:03:14 -0800,"New York, NY",Eastern Time (US & Canada)
13005,569962494283919360,negative,0.6897,Flight Booking Problems,0.6897,American,,UllCon,,0,americanair rep gave record locator told receiving email itinerary confirmation,,2015-02-23 12:50:22 -0800,"Michigan, US",Quito
12386,570206562855329793,positive,1.0,,,American,,vicmeister,,0,americanair fantastic thanks try tweet photo view,,2015-02-24 05:00:13 -0800,Glasgow via Cork,Dublin
9512,569897573294743552,positive,1.0,,,US Airways,,steve_muns,,0,usairways fyi customer service rep carol absolute delight pleasant rebooked lightning speed thanks,,2015-02-23 08:32:24 -0800,"Washington, DC",Eastern Time (US & Canada)
8694,568008802865274880,positive,1.0,,,Delta,,KarlaBaerga,,0,jetblue always pleasure,,2015-02-18 03:27:06 -0800,,Quito
286,568855933360607232,neutral,0.6791,,0.0,Virgin America,,crj_lll,,0,virginamerica told check airline regulation first contacted,,2015-02-20 11:33:18 -0800,"Las Vegas, NV",Pacific Time (US & Canada)
6375,567906137938399232,positive,0.3634,,0.0,Southwest,,icehousepenguin,,0,southwestair hot stewardess flipped,,2015-02-17 20:39:09 -0800,"Roseville, California",
11027,568605539866976256,positive,1.0,,,US Airways,,ritapitas,,0,usairways grandbabies week travel dc birth thank reasonable fare see saturday,,2015-02-19 18:58:19 -0800,"Farmington Hills, MI",Eastern Time (US & Canada)
2802,568893623099654144,negative,1.0,Lost Luggage,1.0,United,,christinerimay,,0,united bag mia since wednesday still word ever see lostluggage frustrated,,2015-02-20 14:03:03 -0800,Someplace saving something,Eastern Time (US & Canada)
8000,568891233386561537,neutral,1.0,,,Delta,,_stephanieejayy,,0,jetblue afternoon flight going bqn jfk seem find early morning flight,,2015-02-20 13:53:34 -0800,,
12710,570051834188075008,positive,1.0,,,American,,RobertCossar,,0,americanair thanks actually made connection flight delayed guess delay bad thing http,,2015-02-23 18:45:22 -0800,,Central Time (US & Canada)
1739,569608870429114368,negative,1.0,Customer Service Issue,0.3407,United,,windycityf,,0,united stuck yyz staff took break happy,,2015-02-22 13:25:12 -0800,"Oak Park, IL ",Hawaii
1803,569578942543372288,negative,1.0,Late Flight,0.6733,United,,particularmolly,,0,united appalled lack communication awful journey ewr bos hr delay need explained better,,2015-02-22 11:26:16 -0800,"Boston, MA",London
10228,569479822226952192,negative,1.0,Cancelled Flight,1.0,US Airways,,hkmonmjh,,0,usairways flight got cancelled flightled charlotte hold hour pls pick,,2015-02-22 04:52:24 -0800,,
12501,570145106415771648,positive,1.0,,,American,,nembro78,,0,americanair suprise new vanity kit set frequent traveller thank aa http,,2015-02-24 00:56:00 -0800,,Rome
1533,569678975049588737,negative,1.0,Late Flight,1.0,United,,lamanmi_live,,0,united please tell clt flight need gate waiting min,,2015-02-22 18:03:46 -0800,,
7884,569113328724807680,neutral,1.0,,,Delta,,JetBlueNews,,0,jetblue ceo battle appease passenger wall street waterbury republican american http,,2015-02-21 04:36:05 -0800,USA,Sydney
8731,567894002286096384,positive,0.6671,,0.0,Delta,,fanmla1,,0,jetblue big shoutout crew bos gt jfk amp jfk gt roc amp gate crew bos amp jfk long day delay made better,,2015-02-17 19:50:55 -0800,,Eastern Time (US & Canada)
11813,567742912579272704,negative,1.0,Lost Luggage,1.0,US Airways,,itsjustdoc,,0,usairways consolation bag somewhere else real impediment going different vacation,,2015-02-17 09:50:33 -0800,Ohio,Quito
11626,567864523585118208,negative,1.0,Cancelled Flight,1.0,US Airways,,kaitlliiin,,0,usairways delayed flight time cancelled flighting angry rude worker providing helpful service,,2015-02-17 17:53:47 -0800,,Quito
2955,568815893641211905,negative,0.6598,Flight Booking Problems,0.6598,United,,karenharbert,,0,united bummer might go americanair card instead ty response though,,2015-02-20 08:54:11 -0800,"Columbia, MO",Eastern Time (US & Canada)
14625,569589643487928321,positive,1.0,,,American,,DrCaseyJRudkin,,0,americanair flight great fantastic cabin crew landing thankyou jfk http,"[40.64946781, -73.76624703]",2015-02-22 12:08:48 -0800,East Coast,
6077,568284092707401728,neutral,0.6736,,,Southwest,,ransdell08,,0,southwestair flightspots time mobileboarding must,,2015-02-18 21:41:00 -0800,"Little Rock, AR",Central Time (US & Canada)
10046,569558153202774016,negative,1.0,Can't Tell,0.6556,US Airways,,ColfaxCapital,,0,usairways thehaileytate another blatant lie usairways,,2015-02-22 10:03:40 -0800,"39.0708° N, 106.9886° W",Quito
3578,568257389402710016,neutral,1.0,,,United,,140JustinC,,0,united ok thanks counter located late flight open,,2015-02-18 19:54:54 -0800,Fredericton NB,Atlantic Time (Canada)
9736,569687262444720128,negative,1.0,Customer Service Issue,1.0,US Airways,,jrscharf,,0,usairways would need wait hold hour website worked correctly please respond,,2015-02-22 18:36:42 -0800,,Eastern Time (US & Canada)
12325,570231192102019072,negative,1.0,Late Flight,1.0,American,,ryan22042,,0,americanair flying min delay mechanical issue perhaps consider maintenance,,2015-02-24 06:38:05 -0800,,
2616,568989687353729024,positive,1.0,,,United,,raindovemodel,,0,united brian sfo customer service deserves raise gave extra meal voucher good joke cheer flight delay ftw,,2015-02-20 20:24:47 -0800,Anywhere someone needs me,Eastern Time (US & Canada)
6482,567823930985091072,negative,0.6739,Can't Tell,0.3478,Southwest,,TinaIsBack,,0,southwestair know one thing delta would never treat customer like,"[40.65954723, -74.16986421]",2015-02-17 15:12:29 -0800,Nashville by way of New York,Central Time (US & Canada)
5100,569346451526041600,positive,1.0,,,Southwest,,Lmpilson,,0,southwestair pilot amp crew flt customer service professional baggage claim outstanding thank,,2015-02-21 20:02:26 -0800,"Fairfax, VA
",
2582,569024126641311744,negative,1.0,Lost Luggage,1.0,United,,gehandabare,,0,united tag bag airport hoping would actually arrive hoping arrive,,2015-02-20 22:41:38 -0800,,Eastern Time (US & Canada)
7200,569890600474021889,neutral,1.0,,,Delta,,lizStonewriter,,0,jetblue read nice glass wine right dig heel next novel maybe travel need,,2015-02-23 08:04:41 -0800,,
11804,567751134476259328,negative,1.0,Can't Tell,1.0,US Airways,,_JoeChuck,,0,usairways americanair joke company today reminded never book,,2015-02-17 10:23:13 -0800,CT to Queens ,Eastern Time (US & Canada)
3891,568046298080923649,negative,0.6386,Flight Booking Problems,0.6386,United,,k8slo,,0,united locked account needed access book flight,,2015-02-18 05:56:05 -0800,Washington DC,Eastern Time (US & Canada)
13449,569860677650636801,negative,1.0,Cancelled Flight,1.0,American,,chrisjennison,,0,americanair cancelled flight amp flight hr longer amp layover late flight find reasonably priced alternative,,2015-02-23 06:05:47 -0800,@MontgomeryCoMD / SYR / HHI,Eastern Time (US & Canada)
7586,569525452081111041,negative,1.0,Customer Service Issue,0.6914,Delta,,emptynester25,,0,jetblue entire system go really,,2015-02-22 07:53:43 -0800,,
1107,569924355011932162,negative,1.0,Cancelled Flight,1.0,United,,VictoriaBCToday,,2,united oh sure planned occurs absolutely consistently usually yyj flight cancelled flightled daily,,2015-02-23 10:18:49 -0800,Downtown Victoria,Pacific Time (US & Canada)
5013,569543955622338560,negative,1.0,Customer Service Issue,1.0,Southwest,,amybeckr,,0,southwestair never awful customer service conflicting service outrageous,,2015-02-22 09:07:15 -0800,Ohio,Quito
8756,567872077899763712,negative,1.0,Customer Service Issue,0.6682,Delta,,mellamommy,,0,jetblue sil bought tix u nyc told gate cc declined supervisor accused u illegal activity,,2015-02-17 18:23:48 -0800,,
7855,569176746735632384,positive,0.6469,,,Delta,,princessmarapao,,0,jetblue im session presented one beloved traveler paulgordonbrown see love much http,,2015-02-21 08:48:05 -0800,"Virginia Beach, VA",Eastern Time (US & Canada)
2144,569340120790233089,negative,1.0,Bad Flight,0.6373,United,,MMMarketing2014,,0,united rebooked flight tomorrow even though class seat orig lousy coach seat,,2015-02-21 19:37:17 -0800,#Westford #marketing ,
4148,567804951288901634,negative,0.6714,Late Flight,0.6714,United,,MatthewHendrian,,0,united thinking could say many nice thing getting upgraded delayed flight ok,,2015-02-17 13:57:04 -0800,"Denver, CO",Mountain Time (US & Canada)
9697,569710305707601920,negative,1.0,Late Flight,1.0,US Airways,,EAFiedler,,0,usairways flight philly gt mia bwahahaha delayed hr air min turned back around usairwaysfail,,2015-02-22 20:08:16 -0800,Philly,Eastern Time (US & Canada)
2412,569221210019487745,positive,0.6741,,,United,,marynevis,,0,united thanks,,2015-02-21 11:44:46 -0800,"Beautiful Stockton, CA",Pacific Time (US & Canada)
2145,569339467615506435,negative,1.0,Flight Attendant Complaints,0.6334,United,,MMMarketing2014,,1,united well one missed mark snit minute stepped counter,,2015-02-21 19:34:41 -0800,#Westford #marketing ,
2856,568860978231709697,negative,0.6799,Flight Attendant Complaints,0.6799,United,,michaelotto71,,0,united thanks ground crew surprised flight arrive beingsuckontarmacsucks,,2015-02-20 11:53:20 -0800,USA,
3948,567925054853496832,neutral,1.0,,,United,,MusseZam,,0,united flying msp dxb child turn trip buy return ticket child,,2015-02-17 21:54:19 -0800,,
6127,568202855166967808,neutral,0.6489,,,Southwest,,armond_ealey,,0,southwestair thanks good air side caution,"[0.0, 0.0]",2015-02-18 16:18:12 -0800,,
8145,568712938019639296,neutral,0.6387,,,Delta,,JetBlueNews,,0,jetblue airway hit new high jblu wkrb news http,,2015-02-20 02:05:05 -0800,USA,Sydney
7596,569519571314589696,neutral,1.0,,,Delta,,N_Brennan,,0,jetblue bag still fly free started charging thanks,,2015-02-22 07:30:21 -0800,Washington DC,
3295,568547007003955200,positive,1.0,,,United,,hartgarfunkel,,0,united dm sent thanks much strong customer service,,2015-02-19 15:05:44 -0800,"iPhone: 40.732048,-73.994102",Pacific Time (US & Canada)
828,570061339604987904,negative,0.6688,Can't Tell,0.3519,United,,cyberhosed,,0,united load balancing system apparently systemwide major impact united airline flight cyberattack,,2015-02-23 19:23:09 -0800,,
10119,569529813121290240,negative,1.0,Cancelled Flight,1.0,US Airways,,AndrewAquilante,,0,usairways u costing get home today reason send receipt reimbursed,,2015-02-22 08:11:03 -0800,"Phoenixville, PA",Eastern Time (US & Canada)
2009,569476281974132736,neutral,0.6721,,,United,,meigheyburn,,0,united okay thanks,,2015-02-22 04:38:20 -0800,"Akron, Ohio",Eastern Time (US & Canada)
4202,567780888700669952,negative,1.0,Can't Tell,0.3423,United,,joebarti,,0,united ca even fit name first two line yes please pas feedback big downgrade previous year,,2015-02-17 12:21:27 -0800,Colorado,Amsterdam
13607,569802164060557312,negative,1.0,Customer Service Issue,1.0,American,,tessabusenius,,0,americanair need talk get full refund trip call center offer assistance,,2015-02-23 02:13:16 -0800,Edmonton,
10363,569352324700708864,negative,0.6331,Cancelled Flight,0.3465,US Airways,,dailylaurel,,0,usairways hotel voucher everyone get one arrived amsterdam snowstorm,,2015-02-21 20:25:46 -0800,Bruxelle-Paris-Marseille-(BPM),Athens
12381,570212050548461568,negative,0.6418,Can't Tell,0.34,American,,dwjudson,,0,americanair seems little preoccupied bringing attention flagging issue observer,,2015-02-24 05:22:01 -0800,"Toronto, Ontario, Canada",Eastern Time (US & Canada)
8868,567784566614540289,neutral,0.6584,,0.0,Delta,,JetBlueNews,,0,jetblue new ceo robin hayes battle appease passenger wall street business savannah http,,2015-02-17 12:36:04 -0800,USA,Sydney
9603,569843142830071808,neutral,0.6458,,,US Airways,,PeterPiatetsky,,0,usairways thank apology,,2015-02-23 04:56:07 -0800,Nebraska,Eastern Time (US & Canada)
5674,568820729879367680,negative,1.0,Customer Service Issue,1.0,Southwest,,bodoughty,,0,southwestair horrible customer service empty seat early flight wantcharge double get home early instead usual late flight,,2015-02-20 09:13:24 -0800,,
7958,568929608566837249,positive,1.0,,,Delta,,greggweiss,,0,jetblue love guy sooooooo much ridiculously appreciated service,,2015-02-20 16:26:03 -0800,"Hastings on Hudson, NY",Eastern Time (US & Canada)
9292,570001064424026112,negative,0.6806,Lost Luggage,0.6806,US Airways,,MarshallSchwart,,0,usairways yes thanks took forever,,2015-02-23 15:23:38 -0800,at the rink,
7821,569229142597771265,negative,0.6591,Can't Tell,0.6591,Delta,,BernardLeCroix,,0,jetblue seems never received id password,,2015-02-21 12:16:18 -0800,"Providence, RI",Eastern Time (US & Canada)
1799,569580180353609729,negative,1.0,Customer Service Issue,0.6894,United,,tspinnersbride,,0,united cause miss flight telling already left empathy gate staff crew apology really,,2015-02-22 11:31:11 -0800,,
11681,567821288820203520,negative,1.0,Customer Service Issue,1.0,US Airways,,DocWaaaaaa,,0,usairways hold u wasting time amp appreciate wheresthecustomerserviceat http,,2015-02-17 15:01:59 -0800,NEXT D00R 2 U  ( Chiangles ),Pacific Time (US & Canada)
10460,569278421743878144,negative,1.0,Can't Tell,1.0,US Airways,,msk2216Matt,,0,usairways hell u left alliance joined beyond smart move time start looking carrier,,2015-02-21 15:32:07 -0800,,
12783,570024324666564610,negative,1.0,Customer Service Issue,0.6927,American,,garytx,,3,americanair watched bag abandoned depart gate watched gt min owner returned min reported,,2015-02-23 16:56:04 -0800,"Austin, Texas area",Central Time (US & Canada)
13837,569704220472913920,neutral,1.0,,,American,,luisperez27,,0,americanair looking status flight schedule tomorrow morning thank,,2015-02-22 19:44:05 -0800,"Dallas, Texas",
9148,570110504254857217,negative,1.0,Can't Tell,0.6507,US Airways,,medrisy,,0,usairways make reservation make excuse usairwaysfail,,2015-02-23 22:38:31 -0800,,
13059,569949946146742272,positive,1.0,,,American,,sichbella,,0,americanair got new reservation tomorrow thanks,,2015-02-23 12:00:30 -0800,KC,Pacific Time (US & Canada)
9144,570120432453615617,negative,1.0,Customer Service Issue,1.0,US Airways,,SLKToday,,0,usairways take day respond already open case,,2015-02-23 23:17:58 -0800,Manchester,
